stage,method,family,label_field,score_field,reference_field,num_correct,num_incorrect,correct_mean,incorrect_mean,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,roc_auc,pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,high_similarity_wrong,low_similarity_correct,dataset,task_type,embedding_model,question_type,threshold_scope,calibration_status,skip_reason,num_examples,num_positive,num_negative,score_std,cv_num_folds,cv_selected_thresholds,cv_mean_selected_threshold,cv_threshold_std
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.5288011133670807,0.47656708189498376,0.05223403147209693,0.75,0.8942307692307693,0.0,0.0,0.0,0.5676567656765676,0.04487028301886792,0.41,0.41346153846153844,0.046875,1.0,0.08955223880597014,6,2,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,global_fixed,reporting_only,,104,3,101,0.21122033369489301,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.5288011133670807,0.47656708189498376,0.05223403147209693,0.75,0.8942307692307693,0.0,0.0,0.0,0.5676567656765676,0.04487028301886792,0.41,0.41346153846153844,0.046875,1.0,0.08955223880597014,6,2,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,inherited_global,skipped,num_positive<10,104,3,101,0.21122033369489301,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.3327771946787834,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,global_fixed,reporting_only,,2,0,2,0.11622645705938339,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.3327771946787834,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,inherited_global,skipped,num_examples<50,2,0,2,0.11622645705938339,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8114811927080154,0.274538732344462,0.5369424603635534,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,1.0,1.0,0.76,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,global_fixed,reporting_only,,23,2,21,0.2286973548210819,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8114811927080154,0.274538732344462,0.5369424603635534,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,1.0,1.0,0.76,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,inherited_global,skipped,num_examples<50,23,2,21,0.2286973548210819,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,0.6645996693521738,0.4069264488695707,0.25767322048260316,0.75,0.87,0.2857142857142857,0.2,0.23529411764705882,0.8322222222222223,0.3136539727375195,0.63,0.84,0.36363636363636365,0.8,0.5,2,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,global_fixed,reporting_only,,100,10,90,0.22809018661719763,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,,,,0.6439999999999999,0.82,0.3,0.6,0.4,0.8322222222222223,0.3136539727375195,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,question_type_cv,applied,,100,10,90,0.22809018661719763,5,0.62;0.63;0.69;0.65;0.63,0.6439999999999999,0.024979991993593572
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,0.6218066001310945,0.2784278842587168,0.34337871587237767,0.75,0.9,1.0,0.3333333333333333,0.5,0.8786764705882353,0.6547208676806378,0.66,0.9,0.75,0.5,0.6,0,5,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,global_fixed,reporting_only,,80,12,68,0.23090524618221223,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,,,,0.6040000000000001,0.8375,0.46153846153846156,0.5,0.48,0.8786764705882353,0.6547208676806378,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,question_type_cv,applied,,80,12,68,0.23090524618221223,5,0.39;0.66;0.65;0.66;0.66,0.6040000000000001,0.10707007051459339
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,0.6143949639052153,0.26216787073044256,0.35222709317477274,0.75,0.9041095890410958,0.8,0.4,0.5333333333333333,0.8432539682539683,0.6598121840482949,0.63,0.8904109589041096,0.6111111111111112,0.55,0.5789473684210527,0,8,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,global_fixed,reporting_only,,146,20,126,0.22134485716297084,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,,,,0.554,0.8561643835616438,0.4782608695652174,0.55,0.5116279069767442,0.8432539682539683,0.6598121840482949,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,question_type_cv,applied,,146,20,126,0.22134485716297084,5,0.63;0.43;0.63;0.47;0.61,0.554,0.08616263691415207
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.5275524210716996,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,global_fixed,reporting_only,,14,0,14,0.22347400322775116,,,,
unit2,Reference validation + 0.5 span blend: sentence-transformers/all-MiniLM-L6-v2,prediction_span_ablation,correct_label,prediction_span_blend_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.5275524210716996,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.22347400322775116,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,48,452,0.89970180640618,0.4865023337449596,0.4131994726612204,0.75,0.878,0.43010752688172044,0.8333333333333334,0.5673758865248227,0.9132789454277287,0.7664058710285336,0.92,0.962,0.8222222222222222,0.7708333333333334,0.7956989247311828,37,4,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,all,dataset_global,dataset_reference,,500,48,452,0.24645265466386848,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.7351868152618408,0.534484947224458,0.20070186803738277,0.75,0.8709677419354839,0.0,0.0,0.0,0.9,0.25,0.72,0.8709677419354839,0.2,1.0,0.3333333333333333,3,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,global_fixed,reporting_only,,31,1,30,0.2144291213204307,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.7351868152618408,0.534484947224458,0.20070186803738277,0.75,0.8709677419354839,0.0,0.0,0.0,0.9,0.25,0.72,0.8709677419354839,0.2,1.0,0.3333333333333333,3,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,inherited_global,skipped,num_examples<50,31,1,30,0.2144291213204307,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.551722526550293,0.46938788016686345,0.08233464638342952,0.75,0.9519230769230769,0.0,0.0,0.0,0.6534653465346534,0.060136101103677016,0.56,0.7307692307692307,0.06896551724137931,0.6666666666666666,0.125,2,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,global_fixed,reporting_only,,104,3,101,0.17481644120092985,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.551722526550293,0.46938788016686345,0.08233464638342952,0.75,0.9519230769230769,0.0,0.0,0.0,0.6534653465346534,0.060136101103677016,0.56,0.7307692307692307,0.06896551724137931,0.6666666666666666,0.125,2,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,inherited_global,skipped,num_positive<10,104,3,101,0.17481644120092985,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.3524686247110367,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,global_fixed,reporting_only,,2,0,2,0.10760949552059174,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.3524686247110367,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,inherited_global,skipped,num_examples<50,2,0,2,0.10760949552059174,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8946135342121124,0.44064366977129665,0.4539698644408158,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,0.9761904761904762,0.8333333333333333,0.74,0.9565217391304348,0.6666666666666666,1.0,0.8,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,global_fixed,reporting_only,,23,2,21,0.25532948983349507,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8946135342121124,0.44064366977129665,0.4539698644408158,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,0.9761904761904762,0.8333333333333333,0.74,0.9565217391304348,0.6666666666666666,1.0,0.8,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,inherited_global,skipped,num_examples<50,23,2,21,0.25532948983349507,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,1.0000000238418578,0.6042444515145488,0.39575557232730907,0.75,0.75,0.2857142857142857,1.0,0.4444444444444444,0.9955555555555556,0.9272727272727272,0.99,0.99,0.9090909090909091,1.0,0.9523809523809523,16,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,global_fixed,reporting_only,,100,10,90,0.22705795524250794,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,,,,0.968,0.96,0.7142857142857143,1.0,0.8333333333333334,0.9955555555555556,0.9272727272727272,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,question_type_cv,applied,,100,10,90,0.22705795524250794,5,0.99;0.99;0.99;0.99;0.88,0.968,0.044
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,0.9514704595009486,0.4658739129689125,0.48559654653203604,0.75,0.8875,0.5789473684210527,0.9166666666666666,0.7096774193548387,0.9675245098039216,0.8040057437116258,0.89,0.9375,0.7692307692307693,0.8333333333333334,0.8,7,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,global_fixed,reporting_only,,80,12,68,0.28398554622803274,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,,,,0.9039999999999999,0.9125,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.9675245098039216,0.8040057437116258,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,question_type_cv,applied,,80,12,68,0.28398554622803274,5,0.89;0.89;0.89;0.96;0.89,0.9039999999999999,0.02799999999999998
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,0.8794229745864868,0.41973238178927985,0.4596905927972069,0.75,0.8972602739726028,0.5862068965517241,0.85,0.6938775510204082,0.8958333333333334,0.8159718680891532,0.91,0.952054794520548,0.8421052631578947,0.8,0.8205128205128205,8,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,global_fixed,reporting_only,,146,20,126,0.259641201046027,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,,,,0.9279999999999999,0.9315068493150684,0.7777777777777778,0.7,0.7368421052631579,0.8958333333333334,0.8159718680891532,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,question_type_cv,applied,,146,20,126,0.259641201046027,5,0.91;0.99;0.94;0.91;0.89,0.9279999999999999,0.034871191548325374
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.5392978143479142,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,global_fixed,reporting_only,,14,0,14,0.22275488185226722,,,,
unit3,Span max similarity: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.5392978143479142,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.22275488185226722,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,48,452,0.6582898931733022,0.3785676445161337,0.27972224865716855,0.75,0.898,0.46153846153846156,0.375,0.41379310344827586,0.8141132005899706,0.4474400378824735,0.7,0.882,0.4098360655737705,0.5208333333333334,0.45871559633027525,8,13,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,all,dataset_global,dataset_reference,,500,48,452,0.23073701203898014,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.7084180742502213,0.508019000676771,0.20039907357345033,0.75,0.8709677419354839,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.7,0.8387096774193549,0.16666666666666666,1.0,0.2857142857142857,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,global_fixed,reporting_only,,31,1,30,0.21006442249017784,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.7084180742502213,0.508019000676771,0.20039907357345033,0.75,0.8709677419354839,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.7,0.8387096774193549,0.16666666666666666,1.0,0.2857142857142857,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,inherited_global,skipped,num_examples<50,31,1,30,0.21006442249017784,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.5310932546854019,0.4758491617221718,0.05524409296323013,0.75,0.8942307692307693,0.0,0.0,0.0,0.5841584158415841,0.04831549174752068,0.42,0.41346153846153844,0.046875,1.0,0.08955223880597014,4,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,global_fixed,reporting_only,,104,3,101,0.20567729841040613,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.5310932546854019,0.4758491617221718,0.05524409296323013,0.75,0.8942307692307693,0.0,0.0,0.0,0.5841584158415841,0.04831549174752068,0.42,0.41346153846153844,0.046875,1.0,0.08955223880597014,4,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,inherited_global,skipped,num_positive<10,104,3,101,0.20567729841040613,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.33474633768200873,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,global_fixed,reporting_only,,2,0,2,0.11536476090550422,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.33474633768200873,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,inherited_global,skipped,num_examples<50,2,0,2,0.11536476090550422,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8197944268584252,0.29114922608714555,0.5286452007712796,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,1.0,1.0,0.77,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,global_fixed,reporting_only,,23,2,21,0.2259869167510186,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8197944268584252,0.29114922608714555,0.5286452007712796,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,1.0,1.0,0.77,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,inherited_global,skipped,num_examples<50,23,2,21,0.2259869167510186,,,,
unit3,Conservative multi-view score: sentence-transformers/all-MiniLM-L6-v2,span_similarity_ablation,correct_label,multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,0.6981397048011422,0.4266582491340684,0.27148145566707377,0.75,0.89,0.4444444444444444,0.4,0.42105263157894735,0.8644444444444445,0.3864394301127816,0.67,0.86,0.4,0.8,0.5333333333333333,2,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,global_fixed,reporting_only,,100,10,90,0.22218433467128582,,,,
